product,answer_option,review_score
Supradyn,A good value for money for vitamin supplement !,0.8904109589041096
Supradyn,I feel very energetic and relaxing,0.8767123287671232
Supradyn,its a value medicine and cheap in alternatives of vitamin tablet.,0.863013698630137
Supradyn,It is good and improve my health,0.821917808219178
Supradyn,Gives energy as it contains Vitamin B,0.821917808219178
Supradyn,Like.It is a good prophylactic vitamin product.,0.821917808219178
Supradyn,Great multivitamin at low cost,0.8082191780821918
Supradyn,I have been using it since many years and found it workable.,0.8082191780821918
Supradyn,"its a good combination,but sometimes the tab turns to be sticky",0.7808219178082192
Supradyn,It is a cheaper & good multi-vitamin.,0.7671232876712328
Supradyn,Its a good product with unfordable price,0.7534246575342466
Supradyn,Cheap and Good multivitamin,0.7397260273972602
Supradyn,I like it it helps in curing and reducing pain,0.7123287671232876
Supradyn,As good as it is supposed to be,0.6575342465753424
Supradyn,My wife takes supradyn tablet as vitamin supplement,0.6438356164383562
Supradyn,good results & value for money,0.6438356164383562
Supradyn,Great composition in minimal price,0.6164383561643836
Supradyn,its an effective supplement I have been taking it since years,0.6027397260273972
Supradyn,This is good supplement,0.6027397260273972
Supradyn,Yet to use n test in bed,0.5753424657534246
Supradyn,"Meg 3, and some protein should be",0.5753424657534246
Supradyn,Not some allergy after taking this tablet.,0.5616438356164384
Supradyn,i didn purchase this Why are you adding incorrect medicines to my list. Is your data compromised,0.547945205479452
Supradyn,Very nice product and very effective,0.547945205479452
Supradyn,Value for money and effective,0.5342465753424658
Supradyn,The colour of the urine after intake,0.5342465753424658
Supradyn,Good multi vitamin,0.5068493150684932
Supradyn,Just ok as per price,0.4794520547945205
Supradyn,We canst find some product,0.4794520547945205
Supradyn,Using it for last few years.Good product,0.4794520547945205
Supradyn,So-so product. Would not recommend to anyone,0.4794520547945205
Supradyn,Could search the tablet faster,0.4657534246575342
Supradyn,I haven received free items displayed during my checkout,0.4520547945205479
Supradyn,Nothing for dislike,0.4383561643835616
Supradyn,5 useful multivitamin,0.4383561643835616
Supradyn,I like its composition and very reasonable price,0.3972602739726027
Supradyn,Couldn't get the results,0.3972602739726027
Supradyn,Tihis is dummy products,0.3698630136986301
Supradyn,No medicines available with other medicines but send as it was available,0.3698630136986301
Supradyn,My favourite tablets,0.3698630136986301
Supradyn,Very reasonably priced. Product from a reputed parma co.,0.3698630136986301
Supradyn,Best vitamin tablets,0.3561643835616438
Supradyn,Excellent Multi vitamin tablet,0.3424657534246575
Supradyn,Nice and very low price,0.3150684931506849
Supradyn,doc said its best so bought it,0.2876712328767123
Supradyn,BECAUSE I HAVE NOT PURCHASED,0.273972602739726
Supradyn,Okay as a Daily it supplement,0.273972602739726
Supradyn,by ek kiss do na,0.2465753424657534
Supradyn,1. painful review reminders .. pls stop it after you ask once .. 2. Update your stock properly dont make a person pay the money and then refund it after 2 days that is plain stealing peoples interest. A good web based service should not always have the right stock displayed and not miss lead people,0.2191780821917808
Supradyn,GOOD DISCOUNT AND FAST SHIPPING,0.2054794520547945
Supradyn,Total discount not given,0.2054794520547945
Supradyn,Trace Elements are essentials for every human being but most of the times neither those essential elements are not available in our drinking water( due to high filteration) nor in our daily foods .The combination is Excellent !,0.2054794520547945
Supradyn,Service slow but good,0.2054794520547945
Supradyn,"Order 2-3 items and without my concern, you have canceled based on your comfortable Have you provided any coupon for the token of apologize Secondly who asked you to supply the balance and the entire order to be canceled instead of part is totally not acceptable",0.2054794520547945
Supradyn,"Fair price, firm packing nice contents",0.1917808219178082
Supradyn,Few tablets were nacked,0.1780821917808219
Supradyn,QUICK RESPONSE AND FAST DELIVERY,0.1643835616438356
Supradyn,Like the fast and damaged delivery of the strips,0.1643835616438356
Supradyn,Din't get PayPal cashback,0.1643835616438356
Supradyn,You canceled part item and my whole cash back got spoiled,0.1643835616438356
Supradyn,Tablets delivered in excellent condition. good quality product. Thanks,0.1506849315068493
Supradyn,Excellent and good service,0.1506849315068493
Supradyn,No discount and shipping charges,0.1506849315068493
Supradyn,STIPS DAMAGED DUE TO FRICTION AND NOT NEATLY PACKED,0.1506849315068493
Supradyn,Speedy delivery,0.0
Shelcal,Pretty good,0.9973890339425587
Shelcal,All was good in perfect condition,0.9947780678851175
Shelcal,its perfect for vitamin d3,0.9947780678851175
Shelcal,Sweet outer coating is easy to swallow,0.9921671018276762
Shelcal,Rated good to treat calcium and vitamin deficiency,0.9921671018276762
Shelcal,Sweet outer coating is easy to swallow,0.9921671018276762
Shelcal,Rated good to treat calcium and vitamin deficiency,0.9921671018276762
Shelcal,Good source of Calcium and Vitamin D3,0.9921671018276762
Shelcal,this again is a calcium supplement recommended for my wife She is happy with the tablet.,0.9921671018276762
Shelcal,Good source of Calcium and Vitamin D3,0.9921671018276762
Shelcal,It is really excellent Everyone can use it.,0.9895561357702349
Shelcal,its a good tablet for women in late 30s and 40s for keeping up with their It D and Calcium intake,0.9843342036553525
Shelcal,indians best calcium with vitamin D tab,0.9712793733681462
Shelcal,"i like it,shelcal-500 is very good to improve bone structure,it helps me to my fracture last year,",0.9686684073107049
Shelcal,Improve the bone strength,0.9608355091383812
Shelcal,Like ...... good,0.9477806788511749
Shelcal,Good calcium supplement Recommended by most doctors,0.9477806788511749
Shelcal,shell is always good choice,0.9451697127937336
Shelcal,Better rates in the market,0.9425587467362925
Shelcal,Quite effective than other calcium supplement,0.9399477806788512
Shelcal,Best for calcium intake,0.9399477806788512
Shelcal,good vitamin tab,0.9399477806788512
Shelcal,Best for calcium intake,0.9399477806788512
Shelcal,always good substitute for calcium,0.9373368146214099
Shelcal,A known medicine for calcium deficiency Very useful,0.9321148825065274
Shelcal,Advised by doctors to make up calcium intake for strong bones specially for elderly,0.9295039164490861
Shelcal,its good tablet for calcium intake,0.9295039164490861
Shelcal,For my wife as prescribed by the Doctor to take care of calcium deficiency,0.9268929503916449
Shelcal,its a good calcium supplement....,0.9268929503916449
Shelcal,Feeling comfortable in joints,0.9242819843342036
Shelcal,Cannot find any efdect. May be effective may be not,0.9216710182767625
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9164490861618799
Shelcal,effective tool to cope calcium deficiency,0.9164490861618799
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9164490861618799
Shelcal,Product is good for me,0.9164490861618799
Shelcal,Best Calcium supplement,0.9138381201044387
Shelcal,Cheap but good,0.9086161879895561
Shelcal,Best in calcium supplement,0.9086161879895561
Shelcal,They are good for older persons,0.9060052219321149
Shelcal,Thecal is a good calcium supplement from a reputed company at a reasonable price.,0.9060052219321149
Shelcal,They are good for older persons,0.9060052219321149
Shelcal,great buy it now,0.9007832898172323
Shelcal,this is good for calcium,0.8981723237597912
Shelcal,its good to have maintain calcium deficiency,0.8903394255874674
Shelcal,Not much effective,0.8877284595300261
Shelcal,Dislike because not effective,0.8825065274151436
Shelcal,very useful product,0.8772845953002611
Shelcal,Excellent Calcium supplement,0.8772845953002611
Shelcal,"Good , it reduces deficiency of calcium",0.8746736292428199
Shelcal,Quality is not good,0.8642297650130548
Shelcal,Very good item,0.8616187989556136
Shelcal,Using it more than 3 years,0.8616187989556136
Shelcal,perfect for calcium requirement,0.8537859007832899
Shelcal,Its working very good,0.8485639686684073
Shelcal,satisfactory as usual shell 500 is prescribed by my Doctor is also recorded with you through my prescription.,0.8485639686684073
Shelcal,So far no side effects noticed,0.8433420365535248
Shelcal,Useful for bones,0.8433420365535248
Shelcal,Good calcium tablets No side effects,0.8407310704960835
Shelcal,Calcium supplement are most post menopausal,0.8381201044386423
Shelcal,Calcium supplement are most post menopausal,0.8381201044386423
Shelcal,Good but costly compared to other varieties of b- complex tabs,0.8120104438642297
Shelcal,Good source of calcium,0.8067885117493473
Shelcal,Good for daily nutrient,0.8067885117493473
Shelcal,Same n cheap,0.804177545691906
Shelcal,Not as much as get benefited like alfa alfa of away,0.804177545691906
Shelcal,Really good tablet,0.7963446475195822
Shelcal,"its effectable,after 40 every women should be use",0.793733681462141
Shelcal,I am using since long,0.793733681462141
Shelcal,"its effectable,after 40 every women should be use",0.793733681462141
Shelcal,Nothing special This is a medication my wife is regularly taking,0.7911227154046997
Shelcal,Good for calcium deficiency,0.7885117493472585
Shelcal,Good medicine for calcium,0.7885117493472585
Shelcal,Thecal is the most recommended supplement for calcium,0.7885117493472585
Shelcal,I feel its effective,0.783289817232376
Shelcal,Good as calcium supplement,0.7806788511749347
Shelcal,Very low performance,0.7806788511749347
Shelcal,Good as calcium supplement,0.7806788511749347
Shelcal,product is ok.,0.7780678851174935
Shelcal,Satisfied..no complaints yet,0.7754569190600522
Shelcal,Since I am diabetic my doctor advise me take 1 tab once a day..,0.7754569190600522
Shelcal,Helps to keep my calcium levels unto date,0.7728459530026109
Shelcal,Mental feeling as if it is working,0.7676240208877284
Shelcal,Value for money,0.7650130548302873
Shelcal,I take it occasionally so my experience is so so.,0.762402088772846
Shelcal,Or prescribed it so using it,0.7597911227154047
Shelcal,Helps fr old age patients,0.7545691906005222
Shelcal,Getting in lesser price outside,0.7545691906005222
Shelcal,I liked it,0.7441253263707572
Shelcal,It works as claimed,0.7441253263707572
Shelcal,Good calcium substitute,0.7441253263707572
Shelcal,it was good,0.7389033942558747
Shelcal,It is good,0.7389033942558747
Shelcal,Good calcium tablet,0.7362924281984334
Shelcal,Good for bines,0.7362924281984334
Shelcal,Good for health,0.7362924281984334
Shelcal,Muscle ache improved,0.7336814621409922
Shelcal,It works !,0.7336814621409922
Shelcal,Nothing to say.,0.7336814621409922
Shelcal,Bought as advised by the doctor,0.7310704960835509
Shelcal,Bought as advised by the doctor,0.7310704960835509
Shelcal,its a prescribed medicine to my mom.,0.7284595300261096
Shelcal,Results are not unto the mark,0.7258485639686684
Shelcal,Advised by doctor,0.7258485639686684
Shelcal,Shel Al is a standard calcium tablet,0.7258485639686684
Shelcal,calcium supplement recommended by Mrs,0.720626631853786
Shelcal,calcium supplement recommended by Mrs,0.720626631853786
Shelcal,Getting relief in toe pain,0.7180156657963447
Shelcal,To check its effectiveness yet,0.7180156657963447
Shelcal,known medicine for calcium,0.7154046997389034
Shelcal,its a gold standard,0.7075718015665796
Shelcal,Correct addressing of issue,0.7075718015665796
Shelcal,Good for diabetes,0.6919060052219321
Shelcal,Result is good,0.6919060052219321
Shelcal,Ease of finding,0.6866840731070496
Shelcal,Ease of finding,0.6866840731070496
Shelcal,size of tablet,0.6814621409921671
Shelcal,Mud for bones,0.6814621409921671
Shelcal,Cheaper and better,0.6762402088772846
Shelcal,Could be better,0.6762402088772846
Shelcal,My father and wife have been having this calcium supplement for many years,0.6736292428198434
Shelcal,My father and wife have been having this calcium supplement for many years,0.6736292428198434
Shelcal,IT IS HELPFUL TO MY BODY,0.6684073107049608
Shelcal,Like to buy,0.6684073107049608
Shelcal,I like it,0.6684073107049608
Shelcal,i like it,0.6684073107049608
Shelcal,IT IS HELPFUL TO MY BODY,0.6684073107049608
Shelcal,I like it.,0.6684073107049608
Shelcal,The new print on the backside,0.6631853785900783
Shelcal,The new print on the backside,0.6631853785900783
Shelcal,It is run of a mill product. Nothing special,0.6579634464751958
Shelcal,It is run of a mill product. Nothing special,0.6579634464751958
Shelcal,It D with Calcium,0.6501305483028721
Shelcal,as per the order,0.6501305483028721
Shelcal,as per the order,0.6501305483028721
Shelcal,Very effective tablet for artho problem,0.6422976501305483
Shelcal,Very effective tablet for artho problem,0.6422976501305483
Shelcal,Star product of company,0.6370757180156658
Shelcal,Send all items together,0.6266318537859008
Shelcal,Good calcium supplement,0.6266318537859008
Shelcal,"NOT NOW,MAY GIVE FEEDBACK AFTER SEEING EFFECTS.",0.6240208877284595
Shelcal,I didn order for shell 500 tablet.,0.618798955613577
Shelcal,No dislike for this med,0.618798955613577
Shelcal,nothing to dislike,0.6135770234986945
Shelcal,want say until use by minimum month,0.6135770234986945
Shelcal,Didn't dislike anything,0.6135770234986945
Shelcal,Not as per desire,0.6135770234986945
Shelcal,Very much liked,0.6109660574412533
Shelcal,Good product,0.6057441253263708
Shelcal,Good product,0.6057441253263708
Shelcal,Good product,0.6057441253263708
Shelcal,Good product,0.6057441253263708
Shelcal,good product,0.6057441253263708
Shelcal,Good product....,0.6057441253263708
Shelcal,"The whole action from your end,",0.6005221932114883
Shelcal,Doctor prescribed so no opinion.,0.6005221932114883
Shelcal,"The whole action from your end,",0.6005221932114883
Shelcal,Your rate of Becasul and shelcal500 touch high,0.597911227154047
Shelcal,I like very much,0.5953002610966057
Shelcal,My doctor recommends this during the pregnancy and post pregnancy,0.5926892950391645
Shelcal,It is effective medicine,0.5926892950391645
Shelcal,Same as my previous reply,0.5900783289817232
Shelcal,Same as my previous reply,0.5900783289817232
Shelcal,Good one my daughter,0.587467362924282
Shelcal,Good one my daughter,0.587467362924282
Shelcal,Display rate was higher than MRP..,0.5848563968668408
Shelcal,IT IS FOR MY WIFE AS PRESCRIBED BY THE DOCTOR. NOTHING TO SAY ABOUT IT,0.5848563968668408
Shelcal,It is ok,0.5848563968668408
Shelcal,Optical priced. good supplement,0.5796344647519582
Shelcal,please arrange immediately.Its very essential,0.577023498694517
Shelcal,Why your not providing the whole box with the strips like how we brought from outside,0.5613577023498695
Shelcal,works as expected,0.5613577023498695
Shelcal,i had cracking sound from knees which persists even now after having shell for a month,0.5483028720626631
Shelcal,So many simple vitamin tablets were not sent because of prescription,0.5483028720626631
Shelcal,The manufacturing date is months old You should provide fresh strip of shell with recent manufacturing date!,0.5456919060052219
Shelcal,The medicines are original People can rely on you,0.5430809399477807
Shelcal,Have to take them whether like or not,0.5404699738903395
Shelcal,"Its not use me, I enquire for my friend",0.5404699738903395
Shelcal,Have to take them whether like or not,0.5404699738903395
Shelcal,The ambiance of the strip was good not old or tampered,0.5404699738903395
Shelcal,a little overpriced,0.5378590078328982
Shelcal,Great tablets for bone problems,0.5352480417754569
Shelcal,Easy way to get medicine at your door step...,0.5248041775456919
Shelcal,Doctor happy patient happy,0.5169712793733682
Shelcal,Recommended by Doctor at Sunshine Hospital.,0.5143603133159269
Shelcal,good medicine,0.5117493472584856
Shelcal,Good deals,0.4934725848563969
Shelcal,Good response,0.4934725848563969
Shelcal,Good quality,0.4934725848563969
Shelcal,Good response,0.4934725848563969
Shelcal,Good enuf,0.4934725848563969
Shelcal,Good job,0.4934725848563969
Shelcal,You have sent wrong qty and missed one item which I never expected even after sending typed list in English,0.4934725848563969
Shelcal,very expensive will never buy now first price is more secondly other chemists r offering much much more than u. i have been cheated,0.48825065274151436
Shelcal,Good supplement,0.4804177545691906
Shelcal,Good tablets,0.4751958224543081
Shelcal,its good,0.4751958224543081
Shelcal,Good tablet,0.4751958224543081
Shelcal,Good tablets,0.4751958224543081
Shelcal,its good,0.4751958224543081
Shelcal,All good,0.4725848563968668
Shelcal,Haddi lohe ke khambe i tarah majus hogai meri shelcal-500 ha kar. Itni mazbut i ab train bhi mere par sai nikal jaye to bhe mer haddi nasi tutegi. Makar igni achuki hai part 1 ungli par utah santa he,0.4725848563968668
Shelcal,All good,0.4725848563968668
Shelcal,Great taste,0.4699738903394256
Shelcal,Excellent tablet,0.46736292428198434
Shelcal,very good,0.46736292428198434
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Good,0.46475195822454307
Shelcal,Ok good,0.4360313315926893
Shelcal,Feeling better,0.43342036553524804
Shelcal,Very satisfied,0.4308093994778068
Shelcal,Liked it,0.4281984334203655
Shelcal,Effective,0.4281984334203655
Shelcal,Best purchase,0.4255874673629243
Shelcal,Excellent,0.42297650130548303
Shelcal,Excellent,0.42297650130548303
Shelcal,Liked,0.42297650130548303
Shelcal,Nice,0.4177545691906005
Shelcal,normal rate,0.4177545691906005
Shelcal,instant relive,0.4177545691906005
Shelcal,Very useful,0.4177545691906005
Shelcal,Very useful,0.4177545691906005
Shelcal,Very useful,0.4177545691906005
Shelcal,Nothing special,0.4177545691906005
Shelcal,normal,0.4151436031331593
Shelcal,Right choice,0.40992167101827676
Shelcal,Nothing Variable,0.4073107049608355
Shelcal,Punctuality price,0.4073107049608355
Shelcal,Food all,0.4073107049608355
Shelcal,No response,0.4073107049608355
Shelcal,doctor prescription,0.4073107049608355
Shelcal,Same brand,0.4073107049608355
Shelcal,Calcium boasting,0.4073107049608355
Shelcal,Calcium supplement,0.4073107049608355
Shelcal,Andorra exp.,0.4046997389033943
Shelcal,like it,0.4046997389033943
Shelcal,Always dependable,0.4046997389033943
Shelcal,doctors advice,0.4046997389033943
Shelcal,Nothing Specific,0.4046997389033943
Shelcal,I like,0.4046997389033943
Shelcal,Thanks,0.4046997389033943
Shelcal,big size,0.4046997389033943
Shelcal,Efficient responsiveness,0.4046997389033943
Shelcal,Vitamin,0.402088772845953
Shelcal,Effectiveness,0.402088772845953
Shelcal,Like,0.39947780678851175
Shelcal,Satisfactory,0.39947780678851175
Shelcal,Nothing,0.39947780678851175
Shelcal,Everything,0.39947780678851175
Shelcal,Satisfactory,0.39947780678851175
Shelcal,Yes,0.39947780678851175
Shelcal,Like,0.39947780678851175
Shelcal,Dislike,0.39947780678851175
Shelcal,Nothing,0.39947780678851175
Shelcal,Everything,0.39947780678851175
Shelcal,Good service,0.3838120104438642
Shelcal,good service,0.3838120104438642
Shelcal,Good packing,0.3785900783289817
Shelcal,Good package,0.3785900783289817
Shelcal,Good packing,0.3785900783289817
Shelcal,excellent service,0.370757180156658
Shelcal,I like Thecal - 500 Tablet and using it for quite a long time. It is very suitable for me.,0.3002610966057441
Shelcal,liked packing and delivery,0.3002610966057441
Shelcal,Cooperation and fast supply,0.3002610966057441
Shelcal,Speed of delivery and Discount,0.3002610966057441
Shelcal,Discount rate very low other outside market,0.3002610966057441
Shelcal,Good Packing. Genuine Medicines,0.3002610966057441
Shelcal,Fast delivery with good packing,0.3002610966057441
Shelcal,The product is genuine,0.3002610966057441
Shelcal,We needed more discount,0.3002610966057441
Shelcal,Rapid delivery..n good discount,0.3002610966057441
Shelcal,delivered on time.with discount,0.3002610966057441
Shelcal,I didn get on time,0.3002610966057441
Shelcal,Discount compare to others,0.3002610966057441
Shelcal,Discount is not given according to mentioned,0.3002610966057441
Shelcal,Discount is very minimal,0.3002610966057441
Shelcal,good product and quick delivery,0.3002610966057441
Shelcal,delivered on time.with discount,0.3002610966057441
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.3002610966057441
Shelcal,Came on time without any damage,0.3002610966057441
Shelcal,Ease of ordering fast delivery and no confusion,0.3002610966057441
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.3002610966057441
Shelcal,Satisfactory Service besides some minor negligencies.,0.3002610966057441
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.3002610966057441
Shelcal,Quick delivery of medicine is very much appreciated,0.3002610966057441
Shelcal,THE EXPIRY DATE WAS NOT CHECKED BEFORE PACKING,0.3002610966057441
Shelcal,I purchased it was 15 tablet strip not up to the mark seems duplicate not controlling sugar legal,0.3002610966057441
Shelcal,Discount Is Good,0.3002610966057441
Shelcal,liked packing and delivery,0.3002610966057441
Shelcal,Problem regarding the delivery,0.3002610966057441
Shelcal,Discount is not applicable on this product.,0.3002610966057441
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.3002610966057441
Shelcal,Rate of discount offered is very less compared to what others are offering,0.3002610966057441
Shelcal,Delivery very late,0.3002610966057441
Shelcal,Discount was less than available in the market,0.3002610966057441
Shelcal,We needed more discount,0.3002610966057441
Shelcal,It MFD date and timely delivery,0.3002610966057441
Shelcal,Speed and ease and discount,0.3002610966057441
Shelcal,Discount is not competable,0.3002610966057441
